channel_name,category,Sub-category,Customer Remarks,Issue_reported at,issue_responded,Survey_response_Date,Customer_City,Product_category,Item_price,Tenure Bucket,Agent Shift,CSAT Score
Outcall,Returns,Reverse Pickup Enquiry,No Remark,2023-08-24 16:52:00,2023-08-24 16:53:00,2023-08-24,ALIGARH,Books & General merchandise,2399.0,>90,Afternoon,4
Outcall,Returns,Reverse Pickup Enquiry,Good,2023-08-24 17:15:00,2023-08-24 17:18:00,2023-08-24,Unknown,Unknown,979.0,On Job Training,Evening,5
Inbound,Returns,Return request,"Quality check should be done, of the products, from Shopzilla's end before they are dispatched for delivery.",2023-08-24 19:23:00,2023-08-24 21:57:00,2023-08-24,Unknown,Unknown,979.0,>90,Morning,5
Inbound,Returns,Fraudulent User,Nice talking to you ??????,2023-08-24 10:52:00,2023-08-24 10:56:00,2023-08-24,MAHRAJGANJ,Home Appliences,8955.0,31-60,Evening,5
Inbound,Returns,Wrong,Good,2023-08-23 21:14:00,2023-08-24 12:16:00,2023-08-24,Unknown,Unknown,979.0,>90,Split,5
Inbound,Returns,Missing,I am very happy that Shopzilla accepted my request ,2023-08-24 12:43:00,2023-08-24 12:45:00,2023-08-24,Unknown,Unknown,979.0,31-60,Morning,5
Inbound,Returns,Exchange / Replacement,No Remark,2023-08-24 21:18:00,2023-08-24 21:21:00,2023-08-24,Unknown,Unknown,979.0,On Job Training,Morning,1
Outcall,Cancellation,Return cancellation,No Remark,2023-08-24 17:07:00,2023-08-24 17:16:00,2023-08-24,Unknown,Unknown,979.0,>90,Afternoon,5
Inbound,Order Related,Order status enquiry,Very good,2023-08-24 07:52:00,2023-08-24 08:00:00,2023-08-24,Unknown,Electronics,1299.0,0-30,Morning,5
Inbound,Order Related,Delayed,No Remark,2023-08-23 20:48:00,2023-08-24 09:39:00,2023-08-24,AHMEDABAD,Electronics,212.0,>90,Evening,5
Inbound,Order Related,Delayed,No Remark,2023-08-24 13:18:00,2023-08-24 13:35:00,2023-08-24,Unknown,Unknown,979.0,0-30,Evening,1
Outcall,Order Related,Order status enquiry,No Remark,2023-08-24 15:26:00,2023-08-24 15:27:00,2023-08-24,Unknown,Unknown,979.0,On Job Training,Morning,5
Inbound,Returns,Return request,No Remark,2023-08-24 14:33:00,2023-08-24 14:34:00,2023-08-24,PUNE,Electronics,1799.0,>90,Morning,5
Outcall,Returns,Reverse Pickup Enquiry,No Remark,2023-08-24 15:43:00,2023-08-24 15:45:00,2023-08-24,Unknown,Unknown,979.0,On Job Training,Evening,5
Outcall,Returns,Return request,No Remark,2023-08-24 20:55:00,2023-08-24 20:58:00,2023-08-24,Unknown,Unknown,979.0,>90,Afternoon,5
Inbound,Returns,Reverse Pickup Enquiry,Return polices should be easy ,2023-08-24 08:50:00,2023-08-24 08:51:00,2023-08-24,Unknown,Unknown,979.0,On Job Training,Morning,5
Inbound,Returns,Reverse Pickup Enquiry,No Remark,2023-08-24 11:11:00,2023-08-24 11:13:00,2023-08-24,Unknown,Unknown,979.0,>90,Morning,5
Outcall,Payments related,Payment related Queries,No Remark,2023-08-24 17:20:00,2023-08-24 17:22:00,2023-08-24,Unknown,Unknown,979.0,>90,Morning,1
Email,Returns,Reverse Pickup Enquiry,No Remark,2023-08-24 17:56:00,2023-08-24 17:58:00,2023-08-24,Unknown,Unknown,979.0,>90,Morning,5
Inbound,Returns,Return request,No Remark,2023-08-24 18:03:00,2023-08-24 18:04:00,2023-08-24,Unknown,Unknown,979.0,0-30,Evening,5
Inbound,Returns,Reverse Pickup Enquiry,No Remark,2023-08-24 19:36:00,2023-08-24 19:38:00,2023-08-24,Unknown,Unknown,979.0,31-60,Morning,5
Inbound,Returns,Return request,No Remark,2023-08-24 22:58:00,2023-08-24 23:16:00,2023-08-24,Unknown,Unknown,979.0,On Job Training,Evening,5
Inbound,Returns,Missing,No Remark,2023-08-24 21:52:00,2023-08-24 21:59:00,2023-08-24,Unknown,Unknown,979.0,>90,Morning,5
Email,Returns,Reverse Pickup Enquiry,No Remark,2023-08-24 17:52:00,2023-08-24 17:53:00,2023-08-24,Unknown,Unknown,979.0,>90,Morning,5
Inbound,Cancellation,Not Needed,No Remark,2023-08-24 10:43:00,2023-08-24 10:50:00,2023-08-24,Unknown,Unknown,979.0,31-60,Evening,4
Inbound,Returns,Service Centres Related,"Your service is very bad, you are not solving my problems and also disconnecting calls, you should be ashamed, I will complain to the police about Shopzilla.??",2023-08-24 15:13:00,2023-08-24 15:15:00,2023-08-24,Unknown,Unknown,979.0,On Job Training,Morning,1
Inbound,Returns,Return request,No Remark,2023-08-24 21:57:00,2023-08-24 21:58:00,2023-08-24,Unknown,Unknown,979.0,On Job Training,Morning,5
Inbound,Returns,Reverse Pickup Enquiry,No Remark,2023-08-24 12:58:00,2023-08-24 14:35:00,2023-08-24,Unknown,Unknown,979.0,On Job Training,Morning,1
Inbound,Returns,Reverse Pickup Enquiry,No Remark,2023-08-24 13:19:00,2023-08-24 13:19:00,2023-08-24,Unknown,Unknown,979.0,>90,Morning,5
Outcall,Returns,Reverse Pickup Enquiry,Make returning item with OTP to ensure customer satisfaction ,2023-08-24 16:33:00,2023-08-24 16:34:00,2023-08-24,Unknown,Unknown,979.0,On Job Training,Morning,5
Outcall,Returns,Return request,Nothing else. ,2023-08-24 17:33:00,2023-08-24 17:39:00,2023-08-24,Unknown,Unknown,979.0,On Job Training,Evening,5
Inbound,Order Related,Installation/demo,Nice exicutive ,2023-08-24 12:40:00,2023-08-24 12:41:00,2023-08-24,SINI,Electronics,10999.0,0-30,Morning,5
Inbound,Order Related,Seller Cancelled Order,No Remark,2023-08-23 22:47:00,2023-08-24 07:15:00,2023-08-24,Unknown,Unknown,979.0,On Job Training,Morning,4
Inbound,Returns,Fraudulent User,No Remark,2023-08-24 00:57:00,2023-08-24 01:01:00,2023-08-24,Unknown,Unknown,979.0,>90,Morning,5
Inbound,Returns,Reverse Pickup Enquiry,Plz provide good product ,2023-08-24 13:40:00,2023-08-24 13:43:00,2023-08-24,Unknown,Unknown,979.0,>90,Afternoon,5
Inbound,Returns,Fraudulent User,No Remark,2023-08-24 18:12:00,2023-08-24 18:15:00,2023-08-24,Unknown,Unknown,979.0,On Job Training,Morning,5
Inbound,Cancellation,Not Needed,No Remark,2023-08-24 09:09:00,2023-08-24 09:41:00,2023-08-24,BANGALORE,Electronics,1199.0,>90,Morning,5
Outcall,Product Queries,Product Specific Information,No Remark,2023-08-23 23:04:00,2023-08-24 01:25:00,2023-08-24,Unknown,Unknown,979.0,On Job Training,Morning,5
Inbound,Returns,Reverse Pickup Enquiry,No Remark,2023-08-24 11:56:00,2023-08-24 11:58:00,2023-08-24,Unknown,Unknown,979.0,On Job Training,Morning,4
Inbound,Refund Related,COD Refund Details,No Remark,2023-08-24 19:21:00,2023-08-24 19:27:00,2023-08-24,Unknown,Unknown,979.0,31-60,Evening,5
Inbound,Returns,Reverse Pickup Enquiry,No Remark,2023-08-24 07:59:00,2023-08-24 07:59:00,2023-08-24,Unknown,Unknown,979.0,31-60,Morning,5
Email,Returns,Reverse Pickup Enquiry,Not Good Not Bad,2023-08-24 17:37:00,2023-08-24 17:38:00,2023-08-24,Unknown,Unknown,979.0,0-30,Morning,5
Inbound,Order Related,Delayed,No Remark,2023-08-24 14:19:00,2023-08-24 14:38:00,2023-08-24,Unknown,Unknown,979.0,On Job Training,Morning,5
Outcall,Returns,Reverse Pickup Enquiry,No Remark,2023-08-24 20:56:00,2023-08-24 20:58:00,2023-08-24,Unknown,Unknown,979.0,>90,Split,5
Inbound,Shopzilla Related,General Enquiry,No Remark,2023-08-24 21:02:00,2023-08-24 21:04:00,2023-08-24,Unknown,Unknown,979.0,>90,Afternoon,5
Outcall,Returns,Reverse Pickup Enquiry,Good,2023-08-24 17:16:00,2023-08-24 17:19:00,2023-08-24,BILASPUR,LifeStyle,499.0,>90,Evening,5
Inbound,Returns,Reverse Pickup Enquiry,No Remark,2023-08-24 06:25:00,2023-08-24 09:01:00,2023-08-24,Unknown,Unknown,979.0,31-60,Morning,5
Outcall,Returns,Service Centres Related,No Remark,2023-08-24 16:09:00,2023-08-24 16:15:00,2023-08-24,Unknown,Unknown,979.0,>90,Morning,5
Outcall,Feedback,UnProfessional Behaviour,No Remark,2023-08-24 20:55:00,2023-08-24 21:03:00,2023-08-24,Unknown,Unknown,979.0,On Job Training,Morning,5
Email,Order Related,Delayed,No Remark,2023-08-24 19:43:00,2023-08-24 19:44:00,2023-08-24,Unknown,Unknown,979.0,61-90,Evening,4
Inbound,Returns,Reverse Pickup Enquiry,No Remark,2023-08-24 21:46:00,2023-08-24 21:47:00,2023-08-24,Unknown,Unknown,979.0,On Job Training,Evening,5
Inbound,Order Related,Order status enquiry,Very good coustomer support,2023-08-24 14:03:00,2023-08-24 14:07:00,2023-08-24,Unknown,Unknown,979.0,On Job Training,Morning,5
Outcall,Order Related,Customer Requested Modifications,No Remark,2023-08-24 11:58:00,2023-08-24 14:39:00,2023-08-24,Unknown,Unknown,979.0,31-60,Morning,4
Outcall,Returns,Reverse Pickup Enquiry,No Remark,2023-08-24 17:06:00,2023-08-24 17:11:00,2023-08-24,Unknown,Unknown,979.0,>90,Morning,5
Inbound,Returns,Reverse Pickup Enquiry,Nicely deal,2023-08-24 18:52:00,2023-08-24 18:59:00,2023-08-24,Unknown,Unknown,979.0,61-90,Evening,5
Inbound,Returns,Return request,No Remark,2023-08-24 19:22:00,2023-08-24 19:33:00,2023-08-24,Unknown,Unknown,979.0,On Job Training,Morning,5
Inbound,Returns,Reverse Pickup Enquiry,No Remark,2023-08-24 19:41:00,2023-08-24 19:45:00,2023-08-24,Unknown,Unknown,979.0,31-60,Morning,5
Inbound,Returns,Reverse Pickup Enquiry,Her voice is so beautiful?. Very respectful behavior. Thank you mam for understanding my issue. Thank You??,2023-08-24 20:00:00,2023-08-24 22:45:00,2023-08-24,Unknown,Unknown,979.0,>90,Afternoon,5
Outcall,Returns,Reverse Pickup Enquiry,No Remark,2023-08-24 20:00:00,2023-08-24 20:06:00,2023-08-24,Unknown,Unknown,979.0,>90,Morning,5
Inbound,Returns,Reverse Pickup Enquiry,No Remark,2023-08-23 08:32:00,2023-08-24 09:13:00,2023-08-24,Unknown,Unknown,979.0,On Job Training,Morning,4
Outcall,Returns,Technician Visit,Very good call sapoter,2023-08-24 12:13:00,2023-08-24 12:15:00,2023-08-24,Unknown,Unknown,979.0,31-60,Evening,5
Outcall,Refund Related,Refund Enquiry,No nice service ,2023-08-24 16:11:00,2023-08-24 16:11:00,2023-08-24,Unknown,Unknown,979.0,>90,Morning,5
Outcall,Order Related,Installation/demo,No Remark,2023-08-24 20:08:00,2023-08-24 20:11:00,2023-08-24,Unknown,Unknown,979.0,>90,Morning,5
Inbound,Feedback,UnProfessional Behaviour,Thanks??,2023-08-24 10:07:00,2023-08-24 10:11:00,2023-08-24,Unknown,Unknown,979.0,On Job Training,Evening,5
Inbound,Order Related,Installation/demo,No Remark,2023-08-24 21:32:00,2023-08-24 21:39:00,2023-08-24,Unknown,Unknown,979.0,On Job Training,Evening,5
Inbound,Returns,Reverse Pickup Enquiry,No Remark,2023-08-24 00:49:00,2023-08-24 10:08:00,2023-08-24,ALIGARH,LifeStyle,363.0,On Job Training,Evening,5
Inbound,Returns,Reverse Pickup Enquiry,No Remark,2023-08-23 11:22:00,2023-08-24 11:40:00,2023-08-24,Unknown,Unknown,979.0,0-30,Morning,5
Inbound,Product Queries,Product Specific Information,No Remark,2023-08-24 11:20:00,2023-08-24 14:13:00,2023-08-24,Unknown,Unknown,979.0,>90,Morning,5
Inbound,Returns,Fraudulent User,Mera aabhi tak samsya ka samadhan  ,2023-08-23 14:51:00,2023-08-24 07:02:00,2023-08-24,SAMASTIPUR,Electronics,999.0,>90,Morning,1
Inbound,Order Related,Invoice request,No Remark,2023-08-24 00:55:00,2023-08-24 00:56:00,2023-08-24,Unknown,Unknown,979.0,>90,Morning,5
Inbound,Order Related,Order status enquiry,No Remark,2023-08-24 08:41:00,2023-08-24 10:02:00,2023-08-24,Unknown,Unknown,979.0,0-30,Morning,5
Inbound,Returns,Reverse Pickup Enquiry,No Remark,2023-08-24 12:59:00,2023-08-24 12:59:00,2023-08-24,Unknown,Unknown,979.0,On Job Training,Evening,5
Inbound,Product Queries,Product Specific Information,No Remark,2023-08-24 21:52:00,2023-08-24 22:01:00,2023-08-24,Unknown,Unknown,979.0,31-60,Evening,3
Outcall,Refund Related,Refund Related Issues,No Remark,2023-08-23 11:29:00,2023-08-24 00:42:00,2023-08-24,THANE,Electronics,12990.0,31-60,Evening,5
Inbound,Order Related,Order status enquiry,No Remark,2023-08-24 10:13:00,2023-08-24 12:07:00,2023-08-24,Unknown,Unknown,979.0,On Job Training,Morning,4
Inbound,Refund Related,Refund Related Issues,No Remark,2023-08-24 12:58:00,2023-08-24 13:00:00,2023-08-24,LUCKNOW,Home,664.0,On Job Training,Evening,4
Email,Order Related,Delayed,No Remark,2023-08-23 23:22:00,2023-08-24 06:53:00,2023-08-24,AHMEDABAD,LifeStyle,485.0,>90,Afternoon,4
Inbound,Returns,Reverse Pickup Enquiry,No Remark,2023-08-24 10:40:00,2023-08-24 14:04:00,2023-08-24,Unknown,Unknown,979.0,On Job Training,Morning,5
Outcall,Payments related,Payment related Queries,Unblock my account ,2023-08-24 16:45:00,2023-08-24 18:35:00,2023-08-24,Unknown,Unknown,979.0,0-30,Morning,1
Inbound,Order Related,Delayed,No Remark,2023-08-24 11:06:00,2023-08-24 11:06:00,2023-08-24,Unknown,Unknown,979.0,On Job Training,Evening,5
Outcall,Returns,Reverse Pickup Enquiry,No Remark,2023-08-24 11:23:00,2023-08-24 11:25:00,2023-08-24,Unknown,Unknown,979.0,On Job Training,Evening,5
Inbound,Returns,Service Centres Related,No Remark,2023-08-23 21:14:00,2023-08-24 08:07:00,2023-08-24,NUZVID,Electronics,1799.0,>90,Morning,4
Inbound,Returns,Reverse Pickup Enquiry,Very good,2023-08-24 22:29:00,2023-08-24 22:30:00,2023-08-24,Unknown,Unknown,979.0,>90,Evening,5
Inbound,Order Related,Installation/demo,No Remark,2023-08-24 21:21:00,2023-08-24 21:22:00,2023-08-24,Unknown,Unknown,979.0,>90,Split,5
Outcall,Returns,Technician Visit,No Remark,2023-08-24 16:13:00,2023-08-24 16:17:00,2023-08-24,VARANASI,Home Appliences,16999.0,31-60,Evening,5
Inbound,Order Related,Installation/demo,No Remark,2023-08-24 10:25:00,2023-08-24 10:36:00,2023-08-24,Unknown,Unknown,979.0,On Job Training,Evening,1
Inbound,Order Related,Delayed,If provide the delivery wishmaster number it's more better & better so That we can call directly thanks ,2023-08-24 10:55:00,2023-08-24 10:58:00,2023-08-24,Unknown,Unknown,979.0,61-90,Evening,5
Inbound,Returns,Return request,There must be some action against such traders who are selling defective items ,2023-08-24 00:47:00,2023-08-24 00:49:00,2023-08-24,ALLAHABAD,Electronics,999.0,On Job Training,Evening,5
Inbound,Order Related,Order status enquiry,Very good ,2023-08-23 17:05:00,2023-08-24 23:01:00,2023-08-24,Unknown,Unknown,979.0,On Job Training,Evening,5
Inbound,Returns,Reverse Pickup Enquiry,The information is given is all wrong,2023-08-24 22:28:00,2023-08-24 22:40:00,2023-08-24,Unknown,Unknown,979.0,>90,Morning,1
Inbound,Returns,Wrong,No Remark,2023-08-24 08:50:00,2023-08-24 08:59:00,2023-08-24,JHUJHUNU,LifeStyle,769.0,31-60,Morning,5
Inbound,Product Queries,Product Specific Information,No Remark,2023-08-24 09:38:00,2023-08-24 09:45:00,2023-08-24,Unknown,Unknown,979.0,>90,Morning,4
Outcall,Order Related,Delayed,No Remark,2023-08-24 16:05:00,2023-08-24 16:05:00,2023-08-24,Unknown,Unknown,979.0,31-60,Morning,5
Inbound,Refund Related,Refund Enquiry,No Remark,2023-08-24 19:26:00,2023-08-24 19:34:00,2023-08-24,Unknown,Unknown,979.0,31-60,Evening,5
Inbound,Order Related,Invoice request,No Remark,2023-08-24 19:17:00,2023-08-24 19:31:00,2023-08-24,Unknown,Unknown,979.0,>90,Evening,5
Inbound,Order Related,Delayed,Very nice,2023-08-24 14:30:00,2023-08-24 14:31:00,2023-08-24,GURGAON,LifeStyle,269.0,31-60,Morning,5
Inbound,Order Related,Delayed,No Remark,2023-08-24 10:43:00,2023-08-24 10:44:00,2023-08-24,AMBALA,Home Appliences,44969.0,0-30,Morning,1
Inbound,Returns,Reverse Pickup Enquiry,No Remark,2023-08-24 07:23:00,2023-08-24 07:32:00,2023-08-24,Unknown,Unknown,979.0,>90,Morning,4
Outcall,Order Related,Unable to track,No Remark,2023-08-24 15:39:00,2023-08-24 16:53:00,2023-08-24,Unknown,Unknown,979.0,>90,Evening,1
Inbound,Order Related,Order status enquiry,No,2023-08-24 18:35:00,2023-08-24 18:36:00,2023-08-24,Unknown,Unknown,979.0,On Job Training,Morning,5
Inbound,Returns,Reverse Pickup Enquiry,No Remark,2023-08-24 13:24:00,2023-08-24 13:26:00,2023-08-24,Unknown,Unknown,979.0,>90,Split,5
Inbound,Order Related,Priority delivery,No Remark,2023-08-24 21:29:00,2023-08-24 21:36:00,2023-08-24,Unknown,Unknown,979.0,>90,Afternoon,5
Outcall,Returns,Reverse Pickup Enquiry,No Remark,2023-08-24 10:18:00,2023-08-24 10:33:00,2023-08-24,Unknown,Unknown,979.0,>90,Morning,3
Inbound,Returns,Service Centres Related,No Remark,2023-08-24 11:46:00,2023-08-24 12:19:00,2023-08-24,Unknown,Unknown,979.0,On Job Training,Morning,4
Outcall,Product Queries,Product Specific Information,Good ,2023-08-24 15:39:00,2023-08-24 15:41:00,2023-08-24,Unknown,Unknown,979.0,31-60,Night,5
Inbound,Returns,Return request,No Remark,2023-08-24 18:13:00,2023-08-24 18:18:00,2023-08-24,Unknown,Unknown,979.0,>90,Afternoon,5
Inbound,Order Related,Delayed,Nice,2023-08-22 16:48:00,2023-08-24 18:50:00,2023-08-24,JAUNPUR,Electronics,1499.0,On Job Training,Evening,5
Outcall,Returns,Reverse Pickup Enquiry,No Remark,2023-08-24 21:42:00,2023-08-24 21:44:00,2023-08-24,Unknown,Unknown,979.0,>90,Morning,5
Inbound,Returns,Reverse Pickup Enquiry,No Remark,2023-08-24 07:43:00,2023-08-24 07:48:00,2023-08-24,Unknown,Unknown,979.0,0-30,Morning,5
Outcall,Refund Related,Refund Enquiry,No Remark,2023-08-24 12:50:00,2023-08-24 12:57:00,2023-08-24,Unknown,Unknown,979.0,>90,Morning,5
Inbound,Cancellation,Not Needed,No Remark,2023-08-24 11:20:00,2023-08-24 11:25:00,2023-08-24,Unknown,Unknown,979.0,>90,Morning,5
Outcall,Returns,Reverse Pickup Enquiry,No Remark,2023-08-24 12:57:00,2023-08-24 13:17:00,2023-08-24,Unknown,Unknown,979.0,0-30,Morning,5
Outcall,Returns,Reverse Pickup Enquiry,No Remark,2023-08-24 16:33:00,2023-08-24 16:35:00,2023-08-24,Unknown,Unknown,979.0,On Job Training,Morning,5
Inbound,Order Related,Order status enquiry,No Remark,2023-08-23 19:47:00,2023-08-24 19:25:00,2023-08-24,Unknown,Unknown,979.0,>90,Split,5
Inbound,Order Related,Installation/demo,thanks   sister,2023-08-24 00:54:00,2023-08-24 00:55:00,2023-08-24,Unknown,Unknown,979.0,>90,Evening,5
Inbound,Returns,Reverse Pickup Enquiry,No Remark,2023-08-24 07:20:00,2023-08-24 07:26:00,2023-08-24,Unknown,Unknown,979.0,61-90,Morning,5
Inbound,Returns,Return request,Very good ,2023-08-24 12:16:00,2023-08-24 12:19:00,2023-08-24,Unknown,Unknown,979.0,>90,Morning,5
Inbound,Product Queries,Product Specific Information,No Remark,2023-08-24 18:24:00,2023-08-24 18:26:00,2023-08-24,Unknown,Unknown,979.0,On Job Training,Evening,3
Outcall,Order Related,Seller Cancelled Order,No Remark,2023-08-24 09:49:00,2023-08-24 09:53:00,2023-08-24,Unknown,Unknown,979.0,>90,Morning,1
Inbound,Order Related,Order status enquiry,Nice to communicate with customer ,2023-08-24 10:42:00,2023-08-24 10:56:00,2023-08-24,Unknown,Unknown,979.0,On Job Training,Evening,5
Inbound,Returns,Service Centres Related,No Remark,2023-08-24 18:27:00,2023-08-24 18:29:00,2023-08-24,Unknown,Unknown,979.0,On Job Training,Morning,4
Inbound,Order Related,Delayed,No Remark,2023-08-24 08:38:00,2023-08-24 08:56:00,2023-08-24,KHALAPUR,Books & General merchandise,407.0,On Job Training,Morning,5
Inbound,Returns,Return request,No Remark,2023-08-24 19:47:00,2023-08-24 19:51:00,2023-08-24,Unknown,Unknown,979.0,>90,Morning,5
Inbound,Returns,Service Centres Related,No solution my problem ????,2023-08-24 11:13:00,2023-08-24 11:16:00,2023-08-24,Unknown,Unknown,979.0,On Job Training,Morning,1
Outcall,Feedback,UnProfessional Behaviour,No Remark,2023-08-24 13:03:00,2023-08-24 13:06:00,2023-08-24,Unknown,Unknown,979.0,On Job Training,Morning,5
Inbound,Returns,Missing,Ok,2023-08-24 13:14:00,2023-08-24 13:16:00,2023-08-24,Unknown,Unknown,979.0,On Job Training,Morning,5
Inbound,Order Related,Delayed,Good ,2023-08-24 07:07:00,2023-08-24 07:07:00,2023-08-24,VARANASI,Books & General merchandise,189.0,0-30,Morning,5
Inbound,Returns,Return request,Please provide reginal Telugu speaking customer care executive ,2023-08-24 19:03:00,2023-08-24 19:04:00,2023-08-24,Unknown,Unknown,979.0,>90,Morning,5
Inbound,Returns,Reverse Pickup Enquiry,Good person,2023-08-24 10:28:00,2023-08-24 10:33:00,2023-08-24,JHARSUGUDA,LifeStyle,1289.0,31-60,Morning,5
Inbound,Refund Related,Refund Enquiry,Very xcellent ,2023-08-24 10:03:00,2023-08-24 10:18:00,2023-08-24,Unknown,Unknown,979.0,31-60,Morning,5
Inbound,Returns,Reverse Pickup Enquiry,5,2023-08-24 12:05:00,2023-08-24 12:09:00,2023-08-24,Unknown,Unknown,979.0,31-60,Evening,5
Inbound,Returns,Reverse Pickup Enquiry,No Remark,2023-08-24 22:20:00,2023-08-24 22:46:00,2023-08-24,Unknown,Unknown,979.0,31-60,Morning,5
Inbound,Returns,Fraudulent User,No Remark,2023-08-24 20:01:00,2023-08-24 20:02:00,2023-08-24,Unknown,Unknown,979.0,>90,Morning,4
Inbound,Returns,Reverse Pickup Enquiry,No Remark,2023-08-24 11:02:00,2023-08-24 11:04:00,2023-08-24,Unknown,Unknown,979.0,>90,Evening,2
Inbound,Product Queries,Product Specific Information,Shopzilla manipulating price,2023-08-24 12:55:00,2023-08-24 13:19:00,2023-08-24,Unknown,Unknown,979.0,>90,Morning,1
Inbound,Feedback,UnProfessional Behaviour,Improve your feedback ,2023-08-24 12:57:00,2023-08-24 14:58:00,2023-08-24,Unknown,Unknown,979.0,>90,Evening,1
Inbound,Refund Related,Refund Related Issues,Good,2023-08-24 00:19:00,2023-08-24 00:23:00,2023-08-24,NARNAUL,Electronics,35990.0,61-90,Evening,5
Inbound,Returns,Reverse Pickup Enquiry,No Remark,2023-08-24 10:55:00,2023-08-24 11:04:00,2023-08-24,Unknown,Unknown,979.0,31-60,Evening,2
Inbound,Returns,Reverse Pickup Enquiry,No Remark,2023-08-23 13:18:00,2023-08-24 08:50:00,2023-08-24,Unknown,Unknown,979.0,On Job Training,Evening,4
Inbound,Refund Related,Refund Enquiry,Thanks Shopzilla ,2023-08-23 20:25:00,2023-08-24 11:43:00,2023-08-24,Unknown,Unknown,979.0,>90,Morning,5
Inbound,Returns,Exchange / Replacement,No Remark,2023-08-24 00:26:00,2023-08-24 19:33:00,2023-08-24,Unknown,Unknown,979.0,>90,Night,5
Inbound,Returns,Wrong,No Remark,2023-08-24 13:11:00,2023-08-24 13:12:00,2023-08-24,Unknown,Unknown,979.0,>90,Morning,2
Inbound,Returns,Reverse Pickup Enquiry,No Remark,2023-08-24 13:06:00,2023-08-24 13:06:00,2023-08-24,Unknown,Unknown,979.0,On Job Training,Morning,4
Inbound,Returns,Reverse Pickup Enquiry,No Remark,2023-08-24 11:49:00,2023-08-24 11:51:00,2023-08-24,Unknown,Unknown,979.0,>90,Afternoon,5
Inbound,Returns,Exchange / Replacement,No Remark,2023-08-24 18:23:00,2023-08-24 18:24:00,2023-08-24,Unknown,Unknown,979.0,>90,Morning,5
Outcall,Returns,Reverse Pickup Enquiry,No Remark,2023-08-24 19:42:00,2023-08-24 19:46:00,2023-08-24,Unknown,Unknown,979.0,>90,Morning,5
Inbound,Returns,Reverse Pickup Enquiry,No Remark,2023-08-24 10:21:00,2023-08-24 10:26:00,2023-08-24,Unknown,Unknown,979.0,31-60,Evening,4
Inbound,Shopzilla Related,General Enquiry,No Remark,2023-08-22 00:01:00,2023-08-24 17:18:00,2023-08-24,Unknown,Unknown,979.0,61-90,Evening,1
Inbound,Returns,Technician Visit,Please talk with some brand service partner (butter fly) to give service and received call when service required.,2023-08-24 14:17:00,2023-08-24 15:11:00,2023-08-24,SAMBALPUR,Home Appliences,1799.0,>90,Morning,5
Inbound,Returns,Reverse Pickup Enquiry,Excellent ,2023-08-24 06:10:00,2023-08-24 06:13:00,2023-08-24,Unknown,Unknown,979.0,0-30,Morning,5
Inbound,Cancellation,Not Needed,No Remark,2023-08-24 10:02:00,2023-08-24 10:09:00,2023-08-24,Unknown,Unknown,979.0,>90,Evening,5
Email,Refund Related,Refund Enquiry,No Remark,2023-08-24 14:53:00,2023-08-24 15:19:00,2023-08-24,Unknown,Unknown,979.0,>90,Morning,4
Inbound,Returns,Reverse Pickup Enquiry,All are good ,2023-08-24 13:19:00,2023-08-24 13:28:00,2023-08-24,Unknown,Unknown,979.0,>90,Afternoon,5
Inbound,Payments related,Wallet related,He was supposed to transfer the call to senior but call got disconnected in between. ,2023-08-24 12:38:00,2023-08-24 12:41:00,2023-08-24,Unknown,Unknown,979.0,On Job Training,Morning,1
Inbound,Returns,Reverse Pickup Enquiry,Nice to talk to me,2023-08-24 13:58:00,2023-08-24 14:00:00,2023-08-24,Unknown,Unknown,979.0,31-60,Night,1
Inbound,Feedback,UnProfessional Behaviour,No Remark,2023-08-24 15:25:00,2023-08-24 15:26:00,2023-08-24,Unknown,Unknown,979.0,0-30,Morning,5
Inbound,Returns,Reverse Pickup Enquiry,No Remark,2023-08-23 19:09:00,2023-08-24 10:23:00,2023-08-24,Unknown,Unknown,979.0,0-30,Evening,2
Inbound,Returns,Reverse Pickup Enquiry,5,2023-08-24 07:32:00,2023-08-24 07:54:00,2023-08-24,Unknown,Unknown,979.0,0-30,Evening,5
Outcall,Order Related,Order status enquiry,No Remark,2023-08-24 20:18:00,2023-08-24 20:22:00,2023-08-24,Unknown,Unknown,979.0,>90,Morning,5
Inbound,Returns,Wrong,No Remark,2023-08-24 06:58:00,2023-08-24 07:00:00,2023-08-24,ETAWAH,LifeStyle,1174.0,>90,Morning,5
Outcall,Returns,Reverse Pickup Enquiry,No Remark,2023-08-23 18:51:00,2023-08-24 13:34:00,2023-08-24,Unknown,Unknown,979.0,>90,Morning,5
Inbound,Refund Related,Refund Related Issues,Very bad service ??,2023-08-24 08:49:00,2023-08-24 10:21:00,2023-08-24,Unknown,Unknown,979.0,0-30,Morning,1
Outcall,Returns,Return request,5,2023-08-24 17:52:00,2023-08-24 17:55:00,2023-08-24,Unknown,Unknown,979.0,>90,Evening,5
Inbound,Returns,Wrong,No Remark,2023-08-24 18:20:00,2023-08-24 21:05:00,2023-08-24,Unknown,Unknown,979.0,On Job Training,Evening,5
Inbound,Returns,Reverse Pickup Enquiry,No Remark,2023-08-24 20:05:00,2023-08-24 20:09:00,2023-08-24,Unknown,Unknown,979.0,On Job Training,Morning,5
